tax_id,genus_tax_id,name,category,is_phage,sample,condition,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length
161227,3038,Euglena tristella,eukaryota,FALSE,frozen,filter,11.60744157,46,1,46,80.328,244
2530482,-200,Euglenozoa sp. D1,eukaryota,FALSE,roomtemp,filter,673.1032072,2238,1,2042,87.5951,504.245
162592,-200,eukaryote marine clone ME1-17,eukaryota,FALSE,frozen,filter,52.23348707,207,1,207,98.993,298
162593,-200,eukaryote marine clone ME1-18,eukaryota,FALSE,roomtemp,flowthrough,129.5307753,497,1,495,91.5738,341.744
162598,-200,eukaryote marine clone ME1-22,eukaryota,FALSE,frozen,filter,286.6533396,1136,1,1136,100,367
1010448,-200,eukaryote SCGC AAA071-I23,eukaryota,FALSE,roomtemp,filter,123.0112653,409,1,394,99.9853,174.413
1010452,-200,eukaryote SCGC AAA071-J21,eukaryota,FALSE,roomtemp,filter,233.0898059,775,1,763,99.9962,153.374
1010481,-200,eukaryote SCGC AAA074-A17,eukaryota,FALSE,roomtemp,filter,8.421309117,28,1,28,80.46,348
1010495,-200,eukaryote SCGC AAA074-C16,eukaryota,FALSE,roomtemp,filter,19.24870655,64,1,41,99.5035,227.754
1010530,-200,eukaryote SCGC AAA074-I08,eukaryota,FALSE,roomtemp,filter,12.0304416,40,1,36,99.5472,200.2
1010556,-200,eukaryote SCGC AAA074-L13,eukaryota,FALSE,roomtemp,flowthrough,43.2638002,166,3,162,99.7843,229.11
1010571,-200,eukaryote SCGC AAA074-N03,eukaryota,FALSE,roomtemp,filter,12.0304416,40,1,39,97.0887,295.079
1881687,1881686,Eulepethus nanhaiensis,eukaryota,FALSE,frozen,filter,6.81306353,27,1,26,88.6502,67.9259
1458866,196637,Eunotia naegelii,eukaryota,FALSE,frozen,filter,392.8866636,1557,7,1517,99.6799,91.9012
1458866,196637,Eunotia naegelii,eukaryota,FALSE,roomtemp,filter,382.8688038,1273,7,1222,99.3356,111.758
2219035,515460,Eunotogramma sp.,eukaryota,FALSE,frozen,filter,25.99057569,103,1,4,98.431,74.369
2219035,515460,Eunotogramma sp.,eukaryota,FALSE,roomtemp,filter,205.1190292,682,2,563,99.0369,112.929
2716877,5935,Euplotes octocarinatus,eukaryota,FALSE,roomtemp,filter,40.60274038,135,2,53,90.9201,149.066
2040496,-200,Eustigmatophyceae sp.,eukaryota,FALSE,roomtemp,filter,6.015220798,20,1,20,95.604,91
1197881,182089,Eutintinnus lususundae,eukaryota,FALSE,frozen,filter,187.2330792,742,1,697,95.6337,425.337
1197881,182089,Eutintinnus lususundae,eukaryota,FALSE,roomtemp,filter,184.9680395,615,1,577,95.7679,486.244
1197881,182089,Eutintinnus lususundae,eukaryota,FALSE,roomtemp,flowthrough,64.8957003,249,6,203,94.6773,100.635
182090,182089,Eutintinnus pectinis,eukaryota,FALSE,roomtemp,filter,165.4185719,550,1,518,97.7001,297.108
211019,182089,Eutintinnus sp. ENB99,eukaryota,FALSE,roomtemp,flowthrough,622.8944727,2390,5,2332,98.3698,345.841
1169007,182089,Eutintinnus sp. LS-2012,eukaryota,FALSE,frozen,filter,169.3172455,671,3,664,99.3733,253.616
73025,73024,Eutreptiella gymnastica,eukaryota,FALSE,frozen,filter,4818.602266,19096,12,18596,98.3375,1094.49
73025,73024,Eutreptiella gymnastica,eukaryota,FALSE,frozen,flowthrough,30.84967865,94,1,55,96.2223,221.371
73025,73024,Eutreptiella gymnastica,eukaryota,FALSE,roomtemp,filter,112.78539,375,4,216,99.0675,301.523
96781,73024,Eutreptiella sp. CCMP389,eukaryota,FALSE,frozen,filter,9.336420394,37,1,29,97.3273,326.727
1572870,73024,Eutreptiella sp. CNU_Eut01,eukaryota,FALSE,roomtemp,filter,149.7789979,498,2,476,96.2054,280.368
1130797,73024,Eutreptiella sp. LIS 2000,eukaryota,FALSE,frozen,filter,21.95320471,87,2,64,99.89,347.583
1607860,182086,Favella cf. campanula,eukaryota,FALSE,frozen,filter,3242.261233,12849,2,12839,95.0931,347.817
1607860,182086,Favella cf. campanula,eukaryota,FALSE,roomtemp,flowthrough,147.2532959,565,9,511,95.6099,136.195
182087,182086,Favella ehrenbergii,eukaryota,FALSE,roomtemp,filter,84.21309117,280,2,270,90.5134,405.187
44012,44011,Ferrimonas balearica,bacteria,FALSE,frozen,filter,12.36444863,49,1,38,98.6067,84.7333
44012,44011,Ferrimonas balearica,bacteria,FALSE,roomtemp,flowthrough,330.9941341,1270,4,1229,96.5392,121.852
1257021,-200200667,Flammeovirgaceae bacterium 311,bacteria,FALSE,frozen,filter,15.14014118,60,1,37,86.9396,191.525
1871037,-200049546,Flavobacteriaceae bacterium,bacteria,FALSE,roomtemp,filter,23.45936111,78,1,33,89.5117,143.564
2584122,-200049546,Flavobacteriaceae bacterium 10Alg115,bacteria,FALSE,roomtemp,filter,14.43652991,48,1,4,92.274,69.9787
236787,236786,Florenciella parvula,eukaryota,FALSE,frozen,flowthrough,44.63357762,136,2,118,98.1718,90.2952
97271,97270,Flustrellidra hispida,eukaryota,FALSE,frozen,filter,18.4205051,73,1,17,95.9966,105.758
2023693,2023692,Foissnerides sp.,eukaryota,FALSE,roomtemp,flowthrough,5.733756653,22,1,19,89.1257,186.545
320324,225842,Formosa agariphila,bacteria,FALSE,frozen,flowthrough,14.44027511,44,1,38,84.4808,87.5238
320324,225842,Formosa agariphila,bacteria,FALSE,roomtemp,filter,59.85144694,199,1,188,93.6948,215.768
2007306,262,Francisella adeliensis,bacteria,FALSE,frozen,flowthrough,36.10068778,110,2,70,96.9888,235.778
2007306,262,Francisella adeliensis,bacteria,FALSE,frozen,filter,17.15882667,68,1,39,94.4376,146.373
2007306,262,Francisella adeliensis,bacteria,FALSE,roomtemp,filter,9.022831196,30,1,16,88.7133,154.6
263,262,Francisella tularensis,bacteria,FALSE,frozen,flowthrough,11.81477055,36,1,9,86.8201,80.3333
133901,45059,Frankliniella occidentalis,eukaryota,FALSE,frozen,filter,10.34576314,41,2,31,93.4395,57.6842
133901,45059,Frankliniella occidentalis,eukaryota,FALSE,roomtemp,filter,41.80578454,139,1,126,92.1619,76.0863
1891926,1936111,Fuerstia marisgermanicae,bacteria,FALSE,roomtemp,filter,238.8042657,794,3,689,88.2641,1318.82
1891926,1936111,Fuerstia marisgermanicae,bacteria,FALSE,roomtemp,flowthrough,30.49316038,117,1,74,90.9076,301.676
28020,28019,Furcellaria lumbricalis,eukaryota,FALSE,frozen,filter,7.822406276,31,1,28,92.4648,271
5516,5506,Fusarium culmorum,eukaryota,FALSE,roomtemp,filter,91.13059508,303,2,302,80.7812,768.014
750,155493,Gallibacterium anatis,bacteria,FALSE,roomtemp,flowthrough,22.67440131,87,1,85,97.0823,71.8475
287483,-200,gamma proteobacterium 14III/A01/031,bacteria,FALSE,roomtemp,flowthrough,123.275768,473,2,473,100,158.658
525386,-200,gamma proteobacterium 25,bacteria,FALSE,roomtemp,flowthrough,292.4215893,1122,1,767,98.7053,123.858
454604,-200,gamma proteobacterium CL-SK8,bacteria,FALSE,roomtemp,flowthrough,36.74816764,141,6,127,98.8125,85.5614
375491,-200,gamma proteobacterium endosymbiont of Astomonema sp.,bacteria,FALSE,roomtemp,flowthrough,10.16438679,39,1,39,89.773,88
1006488,-200,gamma proteobacterium GE09,bacteria,FALSE,roomtemp,flowthrough,191.8202226,736,1,731,99.9371,151.847
83406,-200,gamma proteobacterium HdN1,bacteria,FALSE,roomtemp,filter,60.15220798,200,1,188,85.3092,290.286
83406,-200,gamma proteobacterium HdN1,bacteria,FALSE,roomtemp,flowthrough,14.33439163,55,1,42,93.7308,94.5577
525387,-200,gamma proteobacterium L30,bacteria,FALSE,roomtemp,flowthrough,1016.178054,3899,13,3281,99.3909,91.5805
525387,-200,gamma proteobacterium L30,bacteria,FALSE,roomtemp,filter,15.03805199,50,1,50,100,218
638032,-200,gamma proteobacterium Yb005,bacteria,FALSE,roomtemp,filter,166.9223771,555,2,555,99.8008,112.646
2169539,-200,Gammaproteobacteria bacterium DM2,bacteria,FALSE,roomtemp,flowthrough,50.56130867,194,1,180,99.0136,82.767
2559237,-201706374,Gammaproteobacteria bacterium LSUCC0057,bacteria,FALSE,roomtemp,flowthrough,744.0852384,2855,2,2842,99.995,136.35
2559237,-201706374,Gammaproteobacteria bacterium LSUCC0057,bacteria,FALSE,roomtemp,filter,21.05327279,70,1,64,100,159.891
443143,28231,Geobacter sp. M18,bacteria,FALSE,frozen,filter,23.46721883,93,1,90,90.6869,211.966
351604,28231,Geobacter uraniireducens,bacteria,FALSE,frozen,flowthrough,18.70672003,57,1,56,95.8386,48.5833
2676190,2676189,Gertia stigmatica,eukaryota,FALSE,frozen,filter,798.6424472,3165,4,3123,95.1,223.579
2676190,2676189,Gertia stigmatica,eukaryota,FALSE,roomtemp,filter,30.67762607,102,1,66,89.5201,200.598
1196095,1193503,Gilliamella apicola,bacteria,FALSE,frozen,flowthrough,9.845642121,30,1,28,82.8259,140.241
754429,379070,Gilvibacter sp. SZ-19,bacteria,FALSE,roomtemp,flowthrough,46.39130383,178,1,175,90.9226,377.191
2608982,1649453,Gimesia sp. E7,bacteria,FALSE,roomtemp,filter,83.31080805,277,3,271,88.0459,174.447
983545,89404,Glaciecola sp. 4H-3-7+YE-5,bacteria,FALSE,roomtemp,flowthrough,70.62945695,271,1,259,97.7222,108.272
2489595,89404,Glaciecola sp. THG-3.7,bacteria,FALSE,frozen,flowthrough,31.17786672,95,1,57,92.0763,170.25
2489595,89404,Glaciecola sp. THG-3.7,bacteria,FALSE,frozen,filter,24.22422589,96,1,47,91.8423,166.457
38271,38258,Glaucocystis nostochinearum,eukaryota,FALSE,roomtemp,filter,34.28675855,114,1,103,81.6328,269.827
3382,3380,Gnetum gnemon,eukaryota,FALSE,roomtemp,filter,10.82739744,36,1,35,81.8308,299.611
252678,109944,Gonapodya polymorpha,eukaryota,FALSE,frozen,filter,9.841091766,39,1,38,87.4452,124.054
184482,45762,Gonatozygon brebissonii,eukaryota,FALSE,roomtemp,filter,15.33881303,51,1,49,84.2202,158.511
1255295,31324,Goniomonas avonlea,eukaryota,FALSE,roomtemp,filter,363.3193362,1208,1,1160,86.918,134.618
1255295,31324,Goniomonas avonlea,eukaryota,FALSE,roomtemp,flowthrough,31.01441099,119,1,115,82.9103,177.584
131064,131063,Grinnellia americana,eukaryota,FALSE,frozen,filter,75.70070589,300,3,171,99.7209,230.383
216802,216800,Guinardia delicatula,eukaryota,FALSE,frozen,filter,33.81298197,134,2,65,99.246,134.407
216802,216800,Guinardia delicatula,eukaryota,FALSE,roomtemp,filter,112.1838679,373,2,288,98.4377,266.407
2488356,-200,Guinardia delicatula RNA virus 01,viruses,FALSE,roomtemp,flowthrough,8.861260282,34,1,18,87.7795,218.606
1641421,2955,Gymnodinium agaricoides,eukaryota,FALSE,frozen,filter,56.52319373,224,3,224,100,193.632
107757,2955,Gymnodinium aureolum,eukaryota,FALSE,frozen,filter,1143.332995,4531,8,4457,96.2805,177.926
107757,2955,Gymnodinium aureolum,eukaryota,FALSE,roomtemp,flowthrough,57.59819183,221,2,205,95.2624,240.164
107757,2955,Gymnodinium aureolum,eukaryota,FALSE,roomtemp,filter,43.0088287,143,2,133,93.6505,207.341
39447,2955,Gymnodinium catenatum,eukaryota,FALSE,frozen,filter,1084.53878,4298,6,4127,89.0388,232.547
39447,2955,Gymnodinium catenatum,eukaryota,FALSE,roomtemp,filter,337.4538867,1122,1,1097,98.1086,274.667
39447,2955,Gymnodinium catenatum,eukaryota,FALSE,roomtemp,flowthrough,196.7721033,755,2,729,97.7601,262.157
454270,2955,Gymnodinium sp. CCMP424,eukaryota,FALSE,frozen,filter,704.5212362,2792,2,2792,99.5256,117.653
1408142,2955,Gymnodinium sp. ex Spongotrochus glacialis,eukaryota,FALSE,frozen,filter,213.7283263,847,2,827,97.427,227.24
926437,1472494,Gyrodiniellum shiwhaense,eukaryota,FALSE,frozen,filter,1882.42422,7460,2,7445,91.9226,1505.57
926437,1472494,Gyrodiniellum shiwhaense,eukaryota,FALSE,roomtemp,filter,117.5975666,391,1,391,97.983,347
1641596,60594,Gyrodinium cf. spirale AR-2015,eukaryota,FALSE,frozen,filter,50.46713726,200,1,200,97.447,235
285985,60594,Gyrodinium dominans,eukaryota,FALSE,frozen,filter,5639.954925,22351,4,22331,99.5224,1327.19
285985,60594,Gyrodinium dominans,eukaryota,FALSE,frozen,flowthrough,14.76846318,45,1,40,99.9667,254.462
285985,60594,Gyrodinium dominans,eukaryota,FALSE,roomtemp,filter,1389.516004,4620,4,4595,99.6834,554.658
285985,60594,Gyrodinium dominans,eukaryota,FALSE,roomtemp,flowthrough,244.9877843,940,3,911,98.6117,366.163
2420342,60594,Gyrodinium jinhaense,eukaryota,FALSE,frozen,filter,248.550651,985,1,973,99.9834,131.935
44745,44744,Haematococcus lacustris,eukaryota,FALSE,frozen,flowthrough,53.49465553,163,1,154,82.5732,521.343
158327,158481,Hahella chejuensis,bacteria,FALSE,frozen,filter,17.91583373,71,1,66,87.5329,284.523
158327,158481,Hahella chejuensis,bacteria,FALSE,roomtemp,filter,39.09893518,130,1,105,88.4641,256.967
1628392,158481,Hahella sp. KA22,bacteria,FALSE,roomtemp,flowthrough,72.97508467,280,2,185,95.9203,80.1834
1487565,1242273,Halamphora coffeaeformis,eukaryota,FALSE,frozen,filter,667.1755546,2644,7,2592,90.7314,248.681
1487565,1242273,Halamphora coffeaeformis,eukaryota,FALSE,roomtemp,filter,57.14459758,190,1,173,85.3123,275.802
80816,162027,Haliangium ochraceum,bacteria,FALSE,roomtemp,filter,12.93272471,43,1,6,84.9565,75.0244
163232,6061,Halichondria okadai,eukaryota,FALSE,frozen,filter,50.97180863,202,3,171,88.6928,222.158
6063,6061,Halichondria panicea,eukaryota,FALSE,frozen,filter,74.69136315,296,2,261,97.9402,594.16
2305714,6061,Halichondria sitiens,eukaryota,FALSE,frozen,filter,19.17751216,76,1,72,99.925,262.889
608155,6057,Haliclona curacaoensis,eukaryota,FALSE,frozen,filter,54.75684393,217,4,196,98.5515,254.891
6058,6057,Haliclona oculata,eukaryota,FALSE,frozen,filter,10.85043451,43,1,40,98.2885,412
458498,6057,Haliclona tubifera,eukaryota,FALSE,frozen,filter,16.14948392,64,1,62,99.8842,245.825
2601894,1217416,Halioglobus maricola,bacteria,FALSE,roomtemp,filter,43.0088287,143,2,28,90.8369,90.0226
930806,1217416,Halioglobus pacificus,bacteria,FALSE,frozen,filter,105.9809883,420,8,320,95.6886,125.865
930806,1217416,Halioglobus pacificus,bacteria,FALSE,frozen,flowthrough,92.87722401,283,2,252,99.0038,161.034
930806,1217416,Halioglobus pacificus,bacteria,FALSE,roomtemp,flowthrough,456.8761551,1753,14,1454,96.9864,96.2431
930806,1217416,Halioglobus pacificus,bacteria,FALSE,roomtemp,filter,263.1659099,875,8,751,84.3922,242.392
2350,2349,Haliscomenobacter hydrossis,bacteria,FALSE,frozen,flowthrough,159.8275904,487,1,456,90.0865,478.878
2350,2349,Haliscomenobacter hydrossis,bacteria,FALSE,frozen,filter,56.77552942,225,2,182,91.5436,265.706
2350,2349,Haliscomenobacter hydrossis,bacteria,FALSE,roomtemp,flowthrough,43.0031749,165,1,153,83.2114,613.38
2350,2349,Haliscomenobacter hydrossis,bacteria,FALSE,roomtemp,filter,32.48219231,108,1,42,95.7856,79.9327
97084,1652133,Halobacteriovorax marinus,bacteria,FALSE,frozen,flowthrough,14.11208704,43,1,12,91.9108,119.737
97084,1652133,Halobacteriovorax marinus,bacteria,FALSE,roomtemp,filter,55.34003134,184,2,121,88.1844,357.46
2448773,2340800,Halodinium verrucatum,eukaryota,FALSE,frozen,filter,888.9786229,3523,5,3364,97.7622,431.876
2448773,2340800,Halodinium verrucatum,eukaryota,FALSE,roomtemp,filter,41.20426246,137,2,61,96.6263,98.7462
1897729,2745,Halomonas aestuarii,bacteria,FALSE,roomtemp,filter,21.35403383,71,1,67,94.39,77.6567
272774,2745,Halomonas alkaliphila,bacteria,FALSE,roomtemp,filter,83.61156909,278,1,274,88.7024,305.286
507626,2745,Halomonas chromatireducens,bacteria,FALSE,roomtemp,flowthrough,169.6670719,651,2,649,98.0419,99.5054
29570,2745,Halomonas meridiana,bacteria,FALSE,roomtemp,flowthrough,260.1040518,998,1,901,95.9728,194.167
1949203,2745,Halomonas sp. 'Soap Lake #6',bacteria,FALSE,roomtemp,flowthrough,8.600634979,33,1,23,97.8593,78.9259
2587849,2745,Halomonas sp. THAF12,bacteria,FALSE,roomtemp,flowthrough,124.5788945,478,1,428,92.2343,87.9415
2587849,2745,Halomonas sp. THAF12,bacteria,FALSE,roomtemp,filter,6.917503917,23,1,12,90.4388,79.4783
2562282,2745,Halomonas sp. Y2R2,bacteria,FALSE,roomtemp,filter,40.0012183,133,1,122,98.1435,90.0811
31909,32636,Halothermothrix orenii,bacteria,FALSE,roomtemp,filter,44.21187286,147,1,146,88.2535,68.0526
927,109262,Halothiobacillus neapolitanus,bacteria,FALSE,roomtemp,flowthrough,451.9242744,1734,2,1678,95.352,97.1355
5974,5973,Halteria grandinella,eukaryota,FALSE,frozen,filter,14.38313412,57,1,49,93.4692,217.309
186034,186033,Hantzschia amphioxys,eukaryota,FALSE,roomtemp,flowthrough,28.92940857,111,1,109,87.088,211
2593691,-200,Haplosclerida sp. A KZ-2019,eukaryota,FALSE,frozen,filter,8.831749021,35,1,19,98.3488,144.088
283404,-200,Haplosclerine sp. UCMPWC1044,eukaryota,FALSE,frozen,filter,9.336420394,37,1,23,98.8327,162.543
171259,-200,Haptophyta environmental samples,eukaryota,FALSE,roomtemp,filter,687.8404982,2287,1,2264,82.861,138.219
216892,1923837,Hartaetosiga gracilis,eukaryota,FALSE,roomtemp,filter,32.18143127,107,1,100,94.7311,157.971
2600302,67475,Haslea nusantara,eukaryota,FALSE,frozen,filter,333.5877773,1322,3,1280,94.5151,144.675
2600302,67475,Haslea nusantara,eukaryota,FALSE,frozen,flowthrough,89.26715523,272,1,263,99.8132,149.261
1169006,1050065,Helicostomella subulata,eukaryota,FALSE,frozen,filter,395.1576848,1566,2,1415,98.6495,184.258
356322,79598,Heliorestis convoluta,bacteria,FALSE,roomtemp,flowthrough,85.48509919,328,1,328,80.603,464
6412,6411,Helobdella robusta,eukaryota,FALSE,roomtemp,filter,9.022831196,30,1,28,82.9659,93.8333
1848298,1914292,Hemiarma marina,eukaryota,FALSE,frozen,filter,88.06515452,349,2,328,95.344,132.021
1848298,1914292,Hemiarma marina,eukaryota,FALSE,roomtemp,filter,258.9552553,861,7,747,90.6741,320.293
1848298,1914292,Hemiarma marina,eukaryota,FALSE,roomtemp,flowthrough,226.7440131,870,5,705,89.6625,285.499
464988,77924,Hemiselmis andersenii,eukaryota,FALSE,frozen,filter,83.27077648,330,2,244,87.2077,433.623
464988,77924,Hemiselmis andersenii,eukaryota,FALSE,roomtemp,flowthrough,23.97752782,92,1,81,96.1405,193.038
464989,77924,Hemiselmis cryptochromatica,eukaryota,FALSE,frozen,filter,545.2974181,2161,3,2031,99.6568,426.446
464989,77924,Hemiselmis cryptochromatica,eukaryota,FALSE,frozen,flowthrough,34.45974742,105,1,46,98.8176,210.065
1503927,1503926,Hemistasia phaeocysticola,eukaryota,FALSE,frozen,filter,83.0184408,329,3,306,98.3213,530.721
1503927,1503926,Hemistasia phaeocysticola,eukaryota,FALSE,roomtemp,filter,67.97199501,226,2,184,98.277,379.867
1503927,1503926,Hemistasia phaeocysticola,eukaryota,FALSE,roomtemp,flowthrough,10.4250121,40,1,11,97.8071,116.4
1646344,1646343,Hemiurosomoida longa,eukaryota,FALSE,frozen,filter,47.18677334,187,2,184,87.2107,691.833
2014887,963,Herbaspirillum robiniae,bacteria,FALSE,frozen,filter,73.42968472,291,1,289,91.7457,495.753
192219,2918,Heterocapsa arctica,eukaryota,FALSE,frozen,flowthrough,31.50605479,96,1,83,99.2892,283.741
1391882,2918,Heterocapsa minima,eukaryota,FALSE,frozen,filter,9937.231663,39381,2,39378,91.9197,731.132
2920,2918,Heterocapsa niei,eukaryota,FALSE,frozen,filter,10.09342745,40,3,27,98.0742,77.9744
2920,2918,Heterocapsa niei,eukaryota,FALSE,roomtemp,filter,15.94033511,53,1,40,89.9226,500.256
2039876,2918,Heterocapsa pseudotriquetra,eukaryota,FALSE,frozen,filter,117.8407655,467,1,463,98.3332,237.87
2039876,2918,Heterocapsa pseudotriquetra,eukaryota,FALSE,frozen,flowthrough,10.17383019,31,1,30,98.3972,235.31
66468,2918,Heterocapsa triquetra,eukaryota,FALSE,frozen,filter,5086.078093,20156,40,19772,90.9471,889.799
66468,2918,Heterocapsa triquetra,eukaryota,FALSE,frozen,flowthrough,31.17786672,95,1,56,94.0898,294.889
66468,2918,Heterocapsa triquetra,eukaryota,FALSE,roomtemp,filter,479.1123365,1593,7,1303,94.6066,305.585
66468,2918,Heterocapsa triquetra,eukaryota,FALSE,roomtemp,flowthrough,13.03126512,50,1,11,96.2987,101.333
397554,397553,Heteromastus filiformis,eukaryota,FALSE,frozen,filter,45.42042354,180,3,162,94.9119,210.303
397554,397553,Heteromastus filiformis,eukaryota,FALSE,roomtemp,filter,86.61917948,288,4,283,95.4413,230.284
45107,45106,Heteromita globosa,eukaryota,FALSE,frozen,filter,93.86887531,372,2,305,88.6611,308.79
45107,45106,Heteromita globosa,eukaryota,FALSE,roomtemp,filter,1098.680079,3653,3,3465,88.8526,365.543
45107,45106,Heteromita globosa,eukaryota,FALSE,roomtemp,flowthrough,188.9533442,725,1,659,87.4952,434.036
2340796,2340793,Hexasterias problematica,eukaryota,FALSE,frozen,filter,47.18677334,187,3,134,92.3705,204.783
1230111,1230110,Hippocomos salinus,eukaryota,FALSE,roomtemp,filter,6.616742877,22,1,15,89.2955,185.818
240417,184462,Hyaloperonospora thlaspeos-perfoliati,eukaryota,FALSE,frozen,filter,29.5232753,117,1,116,98.2481,112.255
1708655,426677,Hyalosynedra sp. AQ9,eukaryota,FALSE,frozen,filter,525.3628989,2082,1,2082,98.3,353
50133,50132,Hydnora africana,eukaryota,FALSE,frozen,filter,49.7101302,197,1,195,92.6458,53.9333
2259620,2650549,Hydrocarboniclastica marina,bacteria,FALSE,roomtemp,flowthrough,19.54689768,75,1,27,95.143,86.7143
2651974,47420,Hydrogenophaga sp. BPS33,bacteria,FALSE,frozen,filter,95.8875608,380,1,371,97.3365,356.418
1842537,47420,Hydrogenophaga sp. RAC07,bacteria,FALSE,frozen,filter,16.40181961,65,1,55,84.7868,274.143
1842537,47420,Hydrogenophaga sp. RAC07,bacteria,FALSE,roomtemp,filter,19.24870655,64,1,59,83.5683,298.857
51076,6065,Hymeniacidon heliophila,eukaryota,FALSE,frozen,filter,31.03728942,123,1,119,99.7329,370.278
42384,42383,Hyphochytrium catenoides,eukaryota,FALSE,frozen,filter,387.5876142,1536,9,1423,89.6449,304.111
42384,42383,Hyphochytrium catenoides,eukaryota,FALSE,roomtemp,filter,1046.347658,3479,8,3327,90.4263,226.969
42384,42383,Hyphochytrium catenoides,eukaryota,FALSE,roomtemp,flowthrough,475.6411769,1825,5,1773,84.8869,545.351
53399,81,Hyphomicrobium denitrificans,bacteria,FALSE,frozen,filter,20.94386196,83,1,78,81.0519,191.493
1690484,-200069657,Hyphomonadaceae bacterium UKL13-1,bacteria,FALSE,frozen,filter,6.560727844,26,1,23,92.316,177.958
430890,58670,Hypsibius klebelsbergi,eukaryota,FALSE,roomtemp,filter,29.47458191,98,1,98,95.918,49
104681,104680,Idanthyrsus pennatus,eukaryota,FALSE,roomtemp,filter,56.84383654,189,1,189,99.078,217
1096243,135575,Idiomarina piscisalsi,bacteria,FALSE,roomtemp,flowthrough,31.01441099,119,1,111,98.9657,97.7857
1096243,135575,Idiomarina piscisalsi,bacteria,FALSE,roomtemp,filter,7.819787037,26,1,18,84.5895,129.792
1298881,-200267893,Idiomarinaceae bacterium HL-53,bacteria,FALSE,frozen,filter,56.01852236,222,2,216,98.6199,109.711
1298881,-200267893,Idiomarinaceae bacterium HL-53,bacteria,FALSE,roomtemp,flowthrough,16.94064466,65,2,51,86.6754,82.22
1321668,37098,Isochrysis nuda,eukaryota,FALSE,frozen,filter,26.99991844,107,1,106,99.8465,98.4651
372663,254250,Isoptericola dokdonensis,bacteria,FALSE,frozen,filter,17.91583373,71,1,69,96.7864,260.087
143017,143016,Jakoba libera,eukaryota,FALSE,frozen,filter,9.336420394,37,1,33,83.1686,407.081
914150,261963,Kangiella geojedonensis,bacteria,FALSE,roomtemp,flowthrough,112.3295053,431,1,67,94.973,101.981
261964,261963,Kangiella koreensis,bacteria,FALSE,frozen,flowthrough,38.72619234,118,1,111,99.5408,115
261964,261963,Kangiella koreensis,bacteria,FALSE,frozen,filter,36.08400314,143,1,126,99.1106,111.553
261964,261963,Kangiella koreensis,bacteria,FALSE,roomtemp,flowthrough,523.5962325,2009,6,1422,98.1377,82.3081
1561924,261963,Kangiella profundi,bacteria,FALSE,roomtemp,filter,32.78295335,109,3,95,85.3207,226.923
1144748,261963,Kangiella sediminilitoris,bacteria,FALSE,frozen,filter,40.6260455,161,1,149,81.7584,229.109
1144748,261963,Kangiella sediminilitoris,bacteria,FALSE,roomtemp,flowthrough,2660.984338,10210,7,10029,95.5931,112.469
1573487,-201003176,Kareniaceae sp. IFR11-015,eukaryota,FALSE,frozen,filter,22.71021177,90,1,90,98.054,257
407301,157684,Karlodinium veneficum,eukaryota,FALSE,frozen,filter,248.0459796,983,6,875,90.2735,271.015
407301,157684,Karlodinium veneficum,eukaryota,FALSE,roomtemp,filter,505.579308,1681,4,1529,86.8041,401.497
447210,373099,Katodinium glaucum,eukaryota,FALSE,frozen,filter,649.7643923,2575,2,2535,99.7755,470.411
2529305,1227931,Keelungia nitschei,eukaryota,FALSE,frozen,filter,11.35510588,45,1,44,80.7244,135.585
220382,128478,Kelletia kelletii,eukaryota,FALSE,frozen,filter,24.22422589,96,1,95,96.6551,324.964
2708301,2678529,Kineobactrum sp. M2,bacteria,FALSE,frozen,flowthrough,65.96580221,201,1,190,93.0375,187.389
2708301,2678529,Kineobactrum sp. M2,bacteria,FALSE,frozen,filter,63.08392158,250,2,138,90.5735,225.996
2708301,2678529,Kineobactrum sp. M2,bacteria,FALSE,roomtemp,filter,906.1930131,3013,9,2812,88.7073,275.451
2708301,2678529,Kineobactrum sp. M2,bacteria,FALSE,roomtemp,flowthrough,685.9657959,2632,13,2119,97.4037,93.0551
401956,308593,Kirchenpaueria similis,eukaryota,FALSE,roomtemp,filter,247.2255748,822,1,822,85.714,105
4911,4910,Kluyveromyces marxianus,eukaryota,FALSE,frozen,filter,15.64481255,62,1,55,96.2076,45.8393
2282170,221065,Kordia sp. SMS9,bacteria,FALSE,frozen,filter,9.336420394,37,2,25,94.3697,64.5938
160619,160618,Kryptoperidinium foliaceum,eukaryota,FALSE,roomtemp,filter,15.94033511,53,1,26,90.3046,73.7358
1322252,69469,Kudoa cookii,eukaryota,FALSE,roomtemp,flowthrough,44.30630141,170,1,170,82.645,121
317048,317045,Kuraishia molischiana,eukaryota,FALSE,roomtemp,filter,125.7181147,418,1,417,88.5343,269.477
1229648,1229647,Laackmanniella prolongata,eukaryota,FALSE,frozen,filter,19.42984785,77,2,59,98.5932,79.6216
1229648,1229647,Laackmanniella prolongata,eukaryota,FALSE,roomtemp,flowthrough,39.09379536,150,1,136,93.164,252.289
1526571,1751872,Lacimicrobium alkaliphilum,bacteria,FALSE,roomtemp,flowthrough,26.58378084,102,2,63,92.3794,99.8193
1526571,1751872,Lacimicrobium alkaliphilum,bacteria,FALSE,roomtemp,filter,8.722070156,29,1,15,96.7241,70.069
